' ' 32 0 0 0 0 5 0 0 0 0
'!' 33 4 12 1 12 6 0 0 0.00390625 0.0117188
'"' 34 6 4 1 12 7 0.00390625 0 0.00976562 0.00390625
'#' 35 9 12 0 12 9 0.00976562 0 0.0185547 0.0117188
'$' 36 9 14 0 13 9 0.0185547 0 0.0273438 0.0136719
'%' 37 15 12 0 12 15 0.0273438 0 0.0419922 0.0117188
'&' 38 14 12 0 12 14 0.0419922 0 0.0556641 0.0117188
''' 39 3 4 0 12 3 0.0556641 0 0.0585938 0.00390625
'(' 40 6 16 0 12 6 0.0585938 0 0.0644531 0.015625
')' 41 6 16 0 12 6 0.0644531 0 0.0703125 0.015625
'*' 42 9 7 0 12 9 0.0703125 0 0.0791016 0.00683594
'+' 43 10 9 0 10 10 0.0791016 0 0.0888672 0.00878906
',' 44 4 5 0 2 5 0.0888672 0 0.0927734 0.00488281
'-' 45 6 2 0 5 6 0.0927734 0 0.0986328 0.00195312
'.' 46 3 2 1 2 5 0.0986328 0 0.101562 0.00195312
'/' 47 5 12 0 12 5 0.101562 0 0.106445 0.0117188
'0' 48 9 12 0 12 9 0.106445 0 0.115234 0.0117188
'1' 49 7 12 1 12 9 0.115234 0 0.12207 0.0117188
'2' 50 8 12 0 12 9 0.12207 0 0.129883 0.0117188
'3' 51 9 12 0 12 9 0.129883 0 0.138672 0.0117188
'4' 52 9 12 0 12 9 0.138672 0 0.147461 0.0117188
'5' 53 8 12 1 12 9 0.147461 0 0.155273 0.0117188
'6' 54 9 12 0 12 9 0.155273 0 0.164062 0.0117188
'7' 55 8 12 1 12 9 0.164062 0 0.171875 0.0117188
'8' 56 9 12 0 12 9 0.171875 0 0.180664 0.0117188
'9' 57 9 12 0 12 9 0.180664 0 0.189453 0.0117188
':' 58 3 8 1 8 5 0.189453 0 0.192383 0.0078125
';' 59 4 11 0 8 5 0.192383 0 0.196289 0.0107422
'<' 60 10 9 0 10 10 0.196289 0 0.206055 0.00878906
'=' 61 10 5 0 8 10 0.206055 0 0.21582 0.00488281
'>' 62 10 9 0 10 10 0.21582 0 0.225586 0.00878906
'?' 63 8 12 0 12 8 0.225586 0 0.233398 0.0117188
'@' 64 16 15 0 12 17 0.233398 0 0.249023 0.0146484
'A' 65 13 12 0 12 13 0.249023 0 0.261719 0.0117188
'B' 66 12 12 0 12 12 0.261719 0 0.273438 0.0117188
'C' 67 12 12 0 12 12 0.273438 0 0.285156 0.0117188
'D' 68 13 12 0 12 13 0.285156 0 0.297852 0.0117188
